keperluan,izin
pulang ke rumah,IB
membantu orangtua,IB
pulang ke rumah,IB
pulang ke rumah,IB
membantu orangtua,IB
libur,IB
bertemu orangtua,IB
bertemu orangtua,IB
libur,IB
pulang ke rumah,IB
membantu orangtua,IB
bertemu orangtua,IB
bertemu orangtua,IB
membantu orangtua,IB
libur paskah,IB
libur paskah,IB
libur paskah,IB
libur lebaran,IB
pulang ke rumah,IB
pulang,IB
pulang,IB
libur semester,IB
pulang ke rumah,IB
membantu damang dohot dainang na dihuta mumpung libur,IB
pulang ke rumah,IB
pulang ke rumah,IB
pulang ke rumah,IB
pulang ke rumah,IB
"ingin berjumpa dengan orangtua,dan menghadiri acara keluarga.",IB
libur akhir semester,IB
ingin menghadiri acara keluarga,IB
ingin bertemu dengan orang tua,IB
bertemu dengan orangtua,IB
bertemu dengan orang tua,IB
bertemu dengan orangtua,IB
bertemu orangtua,IB
bertemu dengan orangtua,IB
membantu orangtua,IB
libur hari paskah,IB
libur lebaran,IB
membantu orangtua,IB
bertemu orangtua,IB
bertemu orangtua,IB
menghadiri acara keluarga,IB
membantu orangtua,IB
libur semester,IB
bertemu keluarga,IB
membantu orangtua,IB
membantu orang tua,IB
membantu orangtua,IB
pulang ke rumah,IB
membantu orangtua,IB
pulang ke rumah,IB
pulang ke rumah,IB
membantu orangtua,IB
pulang ke rumah,IB
pulang ke rumah,IB
membantu orangtua,IB
libur,IB
bertemu orangtua,IB
bertemu orangtua,IB
libur,IB
pulang ke rumah,IB
membantu orangtua,IB
bertemu orangtua,IB
bertemu orangtua,IB
membantu orangtua,IB
libur paskah,IB
libur paskah,IB
libur paskah,IB
libur lebaran,IB
pulang ke rumah,IB
pulang,IB
pulang,IB
libur semester,IB
pulang ke rumah,IB
membantu damang dohot dainang na dihuta mumpung libur,IB
pulang ke rumah,IB
pulang ke rumah,IB
pulang ke rumah,IB
pulang ke rumah,IB
"ingin berjumpa dengan orangtua,dan menghadiri acara keluarga.",IB
libur akhir semester,IB
ingin menghadiri acara keluarga,IB
ingin bertemu dengan orang tua,IB
bertemu dengan orangtua,IB
bertemu dengan orang tua,IB
bertemu dengan orangtua,IB
bertemu orangtua,IB
bertemu dengan orangtua,IB
membantu orangtua,IB
libur hari paskah,IB
libur lebaran,IB
membantu orangtua,IB
bertemu orangtua,IB
bertemu orangtua,IB
menghadiri acara keluarga,IB
membantu orangtua,IB
libur semester,IB
bertemu keluarga,IB
membantu orangtua,IB
membantu orang tua,IB
membantu orangtua,IB
pulang ke rumah,IB
membantu orangtua,IB
pulang ke rumah,IB
pulang ke rumah,IB
membantu orangtua,IB
pulang ke rumah,IB
pulang ke rumah,IB
membantu orangtua,IB
libur,IB
bertemu orangtua,IB
bertemu orangtua,IB
libur,IB
pulang ke rumah,IB
membantu orangtua,IB
bertemu orangtua,IB
bertemu orangtua,IB
membantu orangtua,IB
libur paskah,IB
libur paskah,IB
libur paskah,IB
libur lebaran,IB
pulang ke rumah,IB
pulang,IB
pulang,IB
libur semester,IB
pulang ke rumah,IB
membantu damang dohot dainang na dihuta mumpung libur,IB
pulang ke rumah,IB
pulang ke rumah,IB
pulang ke rumah,IB
pulang ke rumah,IB
mengunjungi keluarga atau saudara,IB
libur semester,IB
bertemu orang tua,IB
bertemu keluarga dan saudara,IB
libur paskah ingin bertemu keluarga,IB
"libur lebaran. minal aidzin walfa idzin, mohon maaf lahir dan batin.",IB
libur dan persiapan untuk seminar proyek akhir 1,IB
ke rumah orang tua dan saudara,IB
"menikmati libur semester 2 _x000d_
nb: maaf pak, seharusnya tanggal 22 tapi tidak bisa karena tanggal tidak masuk saat di request, pernah kepencet batal. terima kasih pak",IB
menemui orang tua,IB
ke rumah ito dan keluarga di silaen,IB
berkunjung ke rumah teman,IB
"izin libur semester lebih awal, pulang ke jakarta._x000d_
selamat natal dan tahun baru pak",IB
keperluan ke rumah orang tua,IB
libur imlek,IB
ke rumah teman,IB
izin ke rumah saudara dan persiapan uts,IB
ke rumah saudara,IB
libur paskah berkumpul dengan keluarga tercinta,IB
libur lebaran,IB
berkunjung ke rumah saudara,IB
ke rumah saudara,IB
libur semester ta. 2023/2024 rindu rumah,IB
berkunjung ke rumah keluarga,IB
mengunjungi keluarga atau saudara,IB
libur semester,IB
bertemu orang tua,IB
bertemu keluarga dan saudara,IB
libur paskah ingin bertemu keluarga,IB
"libur lebaran. minal aidzin walfa idzin, mohon maaf lahir dan batin.",IB
libur dan persiapan untuk seminar proyek akhir 1,IB
ke rumah orang tua dan saudara,IB
"menikmati libur semester 2 _x000d_
nb: maaf pak, seharusnya tanggal 22 tapi tidak bisa karena tanggal tidak masuk saat di request, pernah kepencet batal. terima kasih pak",IB
menemui orang tua,IB
ke rumah ito dan keluarga di silaen,IB
berkunjung ke rumah teman,IB
"izin libur semester lebih awal, pulang ke jakarta._x000d_
selamat natal dan tahun baru pak",IB
keperluan ke rumah orang tua,IB
libur imlek,IB
ke rumah teman,IB
izin ke rumah saudara dan persiapan uts,IB
ke rumah saudara,IB
libur paskah berkumpul dengan keluarga tercinta,IB
libur lebaran,IB
berkunjung ke rumah saudara,IB
ke rumah saudara,IB
libur semester ta. 2023/2024 rindu rumah,IB
berkunjung ke rumah keluarga,IB
mengunjungi keluarga atau saudara,IB
libur semester,IB
bertemu orang tua,IB
bertemu keluarga dan saudara,IB
libur paskah ingin bertemu keluarga,IB
"libur lebaran. minal aidzin walfa idzin, mohon maaf lahir dan batin.",IB
libur dan persiapan untuk seminar proyek akhir 1,IB
ke rumah orang tua dan saudara,IB
"menikmati libur semester 2 _x000d_
nb: maaf pak, seharusnya tanggal 22 tapi tidak bisa karena tanggal tidak masuk saat di request, pernah kepencet batal. terima kasih pak",IB
menemui orang tua,IB
ke rumah ito dan keluarga di silaen,IB
berkunjung ke rumah teman,IB
"izin libur semester lebih awal, pulang ke jakarta._x000d_
selamat natal dan tahun baru pak",IB
keperluan ke rumah orang tua,IB
libur imlek,IB
ke rumah teman,IB
izin ke rumah saudara dan persiapan uts,IB
ke rumah saudara,IB
libur paskah berkumpul dengan keluarga tercinta,IB
libur lebaran,IB
berkunjung ke rumah saudara,IB
ke rumah saudara,IB
libur semester ta. 2023/2024 rindu rumah,IB
berkunjung ke rumah keluarga,IB
mengunjungi keluarga atau saudara,IB
libur semester,IB
bertemu orang tua,IB
bertemu keluarga dan saudara,IB
libur paskah ingin bertemu keluarga,IB
"libur lebaran. minal aidzin walfa idzin, mohon maaf lahir dan batin.",IB
libur dan persiapan untuk seminar proyek akhir 1,IB
ke rumah orang tua dan saudara,IB
"menikmati libur semester 2 _x000d_
nb: maaf pak, seharusnya tanggal 22 tapi tidak bisa karena tanggal tidak masuk saat di request, pernah kepencet batal. terima kasih pak",IB
menemui orang tua,IB
ke rumah ito dan keluarga di silaen,IB
berkunjung ke rumah teman,IB
"izin libur semester lebih awal, pulang ke jakarta._x000d_
selamat natal dan tahun baru pak",IB
keperluan ke rumah orang tua,IB
libur imlek,IB
ke rumah teman,IB
izin ke rumah saudara dan persiapan uts,IB
ke rumah saudara,IB
libur paskah berkumpul dengan keluarga tercinta,IB
libur lebaran,IB
berkunjung ke rumah saudara,IB
ke rumah saudara,IB
libur semester ta. 2023/2024 rindu rumah,IB
berkunjung ke rumah keluarga,IB
mengunjungi keluarga atau saudara,IB
libur semester,IB
bertemu orang tua,IB
bertemu keluarga dan saudara,IB
libur paskah ingin bertemu keluarga,IB
"libur lebaran. minal aidzin walfa idzin, mohon maaf lahir dan batin.",IB
libur dan persiapan untuk seminar proyek akhir 1,IB
ke rumah orang tua dan saudara,IB
"menikmati libur semester 2 _x000d_
nb: maaf pak, seharusnya tanggal 22 tapi tidak bisa karena tanggal tidak masuk saat di request, pernah kepencet batal. terima kasih pak",IB
menemui orang tua,IB
ke rumah ito dan keluarga di silaen,IB
berkunjung ke rumah teman,IB
"izin libur semester lebih awal, pulang ke jakarta._x000d_
selamat natal dan tahun baru pak",IB
keperluan ke rumah orang tua,IB
libur imlek,IB
ke rumah teman,IB
izin ke rumah saudara dan persiapan uts,IB
ke rumah saudara,IB
libur paskah berkumpul dengan keluarga tercinta,IB
libur lebaran,IB
berkunjung ke rumah saudara,IB
ke rumah saudara,IB
libur semester ta. 2023/2024 rindu rumah,IB
berkunjung ke rumah keluarga,IB
mengunjungi keluarga atau saudara,IB
libur semester,IB
bertemu orang tua,IB
bertemu keluarga dan saudara,IB
libur paskah ingin bertemu keluarga,IB
"libur lebaran. minal aidzin walfa idzin, mohon maaf lahir dan batin.",IB
libur dan persiapan untuk seminar proyek akhir 1,IB
ke rumah orang tua dan saudara,IB
"menikmati libur semester 2 _x000d_
nb: maaf pak, seharusnya tanggal 22 tapi tidak bisa karena tanggal tidak masuk saat di request, pernah kepencet batal. terima kasih pak",IB
menemui orang tua,IB
ke rumah ito dan keluarga di silaen,IB
berkunjung ke rumah teman,IB
"izin libur semester lebih awal, pulang ke jakarta._x000d_
selamat natal dan tahun baru pak",IB
keperluan ke rumah orang tua,IB
libur imlek,IB
ke rumah teman,IB
izin ke rumah saudara dan persiapan uts,IB
ke rumah saudara,IB
libur paskah berkumpul dengan keluarga tercinta,IB
libur lebaran,IB
berkunjung ke rumah saudara,IB
ke rumah saudara,IB
libur semester ta. 2023/2024 rindu rumah,IB
berkunjung ke rumah keluarga,IB
mengunjungi keluarga atau saudara,IB
libur semester,IB
bertemu orang tua,IB
bertemu keluarga dan saudara,IB
libur paskah ingin bertemu keluarga,IB
"libur lebaran. minal aidzin walfa idzin, mohon maaf lahir dan batin.",IB
libur dan persiapan untuk seminar proyek akhir 1,IB
ke rumah orang tua dan saudara,IB
"menikmati libur semester 2 _x000d_
nb: maaf pak, seharusnya tanggal 22 tapi tidak bisa karena tanggal tidak masuk saat di request, pernah kepencet batal. terima kasih pak",IB
menemui orang tua,IB
ke rumah ito dan keluarga di silaen,IB
berkunjung ke rumah teman,IB
"izin libur semester lebih awal, pulang ke jakarta._x000d_
selamat natal dan tahun baru pak",IB
keperluan ke rumah orang tua,IB
libur imlek,IB
ke rumah teman,IB
izin ke rumah saudara dan persiapan uts,IB
ke rumah saudara,IB
libur paskah berkumpul dengan keluarga tercinta,IB
libur lebaran,IB
berkunjung ke rumah saudara,IB
ke rumah saudara,IB
libur semester ta. 2023/2024 rindu rumah,IB
berkunjung ke rumah keluarga,IB
"libur semester ganjil_x000d_
rindu sama keluarga di kampung",IB
rindu keluarga,IB
rindu teman,IB
libur paskah,IB
libur lebaran,IB
libur semester,IB
pulang ke rumah,IB
libur natal dan tahun baru,IB
rindu rumah,IB
pemilihan umum,IB
rindu teman,IB
rindu,IB
libur paskah,IB
libur,IB
libur semester,IB
pulang,IB
rindu rumah,IB
"libur semester ganjil_x000d_
rindu sama keluarga di kampung",IB
rindu keluarga,IB
rindu teman,IB
libur paskah,IB
libur lebaran,IB
libur semester,IB
pulang ke rumah,IB
libur natal dan tahun baru,IB
rindu rumah,IB
pemilihan umum,IB
rindu teman,IB
rindu,IB
libur paskah,IB
libur,IB
libur semester,IB
pulang,IB
rindu rumah,IB
"libur semester ganjil_x000d_
rindu sama keluarga di kampung",IB
rindu keluarga,IB
rindu teman,IB
libur paskah,IB
libur lebaran,IB
libur semester,IB
pulang ke rumah,IB
libur natal dan tahun baru,IB
rindu rumah,IB
pemilihan umum,IB
rindu teman,IB
rindu,IB
libur paskah,IB
libur,IB
libur semester,IB
pulang,IB
rindu rumah,IB
"libur semester ganjil_x000d_
rindu sama keluarga di kampung",IB
rindu keluarga,IB
rindu teman,IB
libur paskah,IB
libur lebaran,IB
libur semester,IB
pulang ke rumah,IB
libur natal dan tahun baru,IB
rindu rumah,IB
pemilihan umum,IB
rindu teman,IB
rindu,IB
libur paskah,IB
libur,IB
libur semester,IB
pulang,IB
rindu rumah,IB
"libur semester ganjil_x000d_
rindu sama keluarga di kampung",IB
rindu keluarga,IB
rindu teman,IB
libur paskah,IB
libur lebaran,IB
libur semester,IB
pulang ke rumah,IB
libur natal dan tahun baru,IB
rindu rumah,IB
pemilihan umum,IB
rindu teman,IB
rindu,IB
libur paskah,IB
libur,IB
libur semester,IB
pulang,IB
rindu rumah,IB
"libur semester ganjil_x000d_
rindu sama keluarga di kampung",IB
rindu keluarga,IB
rindu teman,IB
libur paskah,IB
libur lebaran,IB
libur semester,IB
pulang ke rumah,IB
libur natal dan tahun baru,IB
rindu rumah,IB
pemilihan umum,IB
rindu teman,IB
rindu,IB
libur paskah,IB
libur,IB
libur semester,IB
pulang,IB
rindu rumah,IB
"libur semester ganjil_x000d_
rindu sama keluarga di kampung",IB
rindu keluarga,IB
rindu teman,IB
libur paskah,IB
libur lebaran,IB
libur semester,IB
pulang ke rumah,IB
libur natal dan tahun baru,IB
rindu rumah,IB
pemilihan umum,IB
rindu teman,IB
rindu,IB
libur paskah,IB
libur,IB
libur semester,IB
pulang,IB
rindu rumah,IB
kontrol gigi dan behel.,IB
"rindu bapak, mama, adek.",IB
libur semester,IB
berkunjung ke rumah orang tua,IB
berkunjung ke rumah orangtua_x000d_,IB
berkunjung ke tempat keluarga,IB
berkunjung ke rumah orang tua,IB
bekunjung ke  rumah saudara,IB
berkunjung ke rumah orangtua,IB
"libur paskah, pulang ke rumah",IB
libur lebaran,IB
berkunjung ke rumah keluarga,IB
berkunjung ke rumah orang tua,IB
berkunjung ke rumah orang tua,IB
libur semester,IB
"pulang ke rumah orang tua, pca telah selesai",IB
kontrol behel.,IB
berkunjung ke rumah orangtua,IB
berkunjung ke rumah orangtua.,IB
pulang ke rumah orang tua,IB
pulang ke rumah orang tua,IB
berkunjung ke rumah keluarga,IB
berkunjung ke rumah keluarga,IB
berkunjung ke rumah orangtua,IB
pulang ke rumah,IB
libur semester,IB
berkunjung ke rumah keluarga,IB
berkunjung ke rumah orangtua,IB
libur imlek,IB
pemilu,IB
berkunjung ke rumah keluarga,IB
berkunjung ke rumah keluarga,IB
pulang ke rumah,IB
libur paskah,IB
libur idul fitri,IB
berkunjung ke rumah keluarga,IB
pulang ke rumah ada kegiatan bersama keluarga,IB
pulang ke rumah,IB
pulang ke rumah,IB
pulang libur semester,IB
pulang ke rumah orang tua,IB
berkunjung ke rumah keluarga,IB
pulang ke rumah,IB
pulang ke rumah orangtua,IB
berkunjung ke rumah keluarga,IB
pulang ke rumah orangtua,IB
kontrol gigi dan behel.,IB
"rindu bapak, mama, adek.",IB
libur semester,IB
berkunjung ke rumah orang tua,IB
berkunjung ke rumah orangtua_x000d_,IB
berkunjung ke tempat keluarga,IB
berkunjung ke rumah orang tua,IB
bekunjung ke  rumah saudara,IB
berkunjung ke rumah orangtua,IB
"libur paskah, pulang ke rumah",IB
libur lebaran,IB
berkunjung ke rumah keluarga,IB
berkunjung ke rumah orang tua,IB
berkunjung ke rumah orang tua,IB
libur semester,IB
"pulang ke rumah orang tua, pca telah selesai",IB
kontrol behel.,IB
berkunjung ke rumah orangtua,IB
berkunjung ke rumah orangtua.,IB
pulang ke rumah orang tua,IB
pulang ke rumah orang tua,IB
berkunjung ke rumah keluarga,IB
berkunjung ke rumah keluarga,IB
berkunjung ke rumah orangtua,IB
pulang ke rumah,IB
libur semester,IB
berkunjung ke rumah keluarga,IB
berkunjung ke rumah orangtua,IB
libur imlek,IB
pemilu,IB
berkunjung ke rumah keluarga,IB
berkunjung ke rumah keluarga,IB
pulang ke rumah,IB
libur paskah,IB
libur idul fitri,IB
berkunjung ke rumah keluarga,IB
pulang ke rumah ada kegiatan bersama keluarga,IB
pulang ke rumah,IB
pulang ke rumah,IB
pulang libur semester,IB
pulang ke rumah orang tua,IB
berkunjung ke rumah keluarga,IB
pulang ke rumah,IB
pulang ke rumah orangtua,IB
berkunjung ke rumah keluarga,IB
pulang ke rumah orangtua,IB
kontrol gigi dan behel.,IB
"rindu bapak, mama, adek.",IB
libur semester,IB
berkunjung ke rumah orang tua,IB
berkunjung ke rumah orangtua_x000d_,IB
berkunjung ke tempat keluarga,IB
berkunjung ke rumah orang tua,IB
bekunjung ke  rumah saudara,IB
berkunjung ke rumah orangtua,IB
"libur paskah, pulang ke rumah",IB
libur lebaran,IB
berkunjung ke rumah keluarga,IB
berkunjung ke rumah orang tua,IB
berkunjung ke rumah orang tua,IB
libur semester,IB
"pulang ke rumah orang tua, pca telah selesai",IB
kontrol behel.,IB
berkunjung ke rumah orangtua,IB
berkunjung ke rumah orangtua.,IB
pulang ke rumah orang tua,IB
pulang ke rumah orang tua,IB
berkunjung ke rumah keluarga,IB
berkunjung ke rumah keluarga,IB
berkunjung ke rumah orangtua,IB
pulang ke rumah,IB
libur semester,IB
berkunjung ke rumah keluarga,IB
berkunjung ke rumah orangtua,IB
libur imlek,IB
pemilu,IB
berkunjung ke rumah keluarga,IB
berkunjung ke rumah keluarga,IB
pulang ke rumah,IB
libur paskah,IB
libur idul fitri,IB
berkunjung ke rumah keluarga,IB
pulang ke rumah ada kegiatan bersama keluarga,IB
pulang ke rumah,IB
pulang ke rumah,IB
pulang libur semester,IB
pulang ke rumah orang tua,IB
berkunjung ke rumah keluarga,IB
pulang ke rumah,IB
pulang ke rumah orangtua,IB
berkunjung ke rumah keluarga,IB
pulang ke rumah orangtua,IB
kontrol gigi dan behel.,IB
"rindu bapak, mama, adek.",IB
libur semester,IB
berkunjung ke rumah orang tua,IB
berkunjung ke rumah orangtua_x000d_,IB
berkunjung ke tempat keluarga,IB
berkunjung ke rumah orang tua,IB
bekunjung ke  rumah saudara,IB
berkunjung ke rumah orangtua,IB
"libur paskah, pulang ke rumah",IB
libur lebaran,IB
berkunjung ke rumah keluarga,IB
berkunjung ke rumah orang tua,IB
berkunjung ke rumah orang tua,IB
libur semester,IB
"pulang ke rumah orang tua, pca telah selesai",IB
kontrol behel.,IB
berkunjung ke rumah orangtua,IB
berkunjung ke rumah orangtua.,IB
pulang ke rumah orang tua,IB
pulang ke rumah orang tua,IB
berkunjung ke rumah keluarga,IB
berkunjung ke rumah keluarga,IB
berkunjung ke rumah orangtua,IB
pulang ke rumah,IB
libur semester,IB
berkunjung ke rumah keluarga,IB
berkunjung ke rumah orangtua,IB
libur imlek,IB
pemilu,IB
berkunjung ke rumah keluarga,IB
berkunjung ke rumah keluarga,IB
pulang ke rumah,IB
libur paskah,IB
libur idul fitri,IB
berkunjung ke rumah keluarga,IB
pulang ke rumah ada kegiatan bersama keluarga,IB
pulang ke rumah,IB
pulang ke rumah,IB
pulang libur semester,IB
pulang ke rumah orang tua,IB
berkunjung ke rumah keluarga,IB
pulang ke rumah,IB
pulang ke rumah orangtua,IB
berkunjung ke rumah keluarga,IB
pulang ke rumah orangtua,IB
kontrol gigi dan behel.,IB
"rindu bapak, mama, adek.",IB
libur semester,IB
berkunjung ke rumah orang tua,IB
berkunjung ke rumah orangtua_x000d_,IB
berkunjung ke tempat keluarga,IB
berkunjung ke rumah orang tua,IB
bekunjung ke  rumah saudara,IB
berkunjung ke rumah orangtua,IB
"libur paskah, pulang ke rumah",IB
libur lebaran,IB
berkunjung ke rumah keluarga,IB
berkunjung ke rumah orang tua,IB
berkunjung ke rumah orang tua,IB
libur semester,IB
"pulang ke rumah orang tua, pca telah selesai",IB
kontrol behel.,IB
berkunjung ke rumah orangtua,IB
berkunjung ke rumah orangtua.,IB
pulang ke rumah orang tua,IB
pulang ke rumah orang tua,IB
berkunjung ke rumah keluarga,IB
berkunjung ke rumah keluarga,IB
berkunjung ke rumah orangtua,IB
pulang ke rumah,IB
libur semester,IB
berkunjung ke rumah keluarga,IB
berkunjung ke rumah orangtua,IB
libur imlek,IB
pemilu,IB
berkunjung ke rumah keluarga,IB
berkunjung ke rumah keluarga,IB
pulang ke rumah,IB
libur paskah,IB
libur idul fitri,IB
berkunjung ke rumah keluarga,IB
pulang ke rumah ada kegiatan bersama keluarga,IB
pulang ke rumah,IB
pulang ke rumah,IB
pulang libur semester,IB
pulang ke rumah orang tua,IB
berkunjung ke rumah keluarga,IB
pulang ke rumah,IB
pulang ke rumah orangtua,IB
berkunjung ke rumah keluarga,IB
pulang ke rumah orangtua,IB
kontrol gigi dan behel.,IB
"rindu bapak, mama, adek.",IB
libur semester,IB
berkunjung ke rumah orang tua,IB
berkunjung ke rumah orangtua_x000d_,IB
berkunjung ke tempat keluarga,IB
berkunjung ke rumah orang tua,IB
bekunjung ke  rumah saudara,IB
berkunjung ke rumah orangtua,IB
"libur paskah, pulang ke rumah",IB
libur lebaran,IB
berkunjung ke rumah keluarga,IB
berkunjung ke rumah orang tua,IB
berkunjung ke rumah orang tua,IB
libur semester,IB
"pulang ke rumah orang tua, pca telah selesai",IB
kontrol behel.,IB
berkunjung ke rumah orangtua,IB
berkunjung ke rumah orangtua.,IB
pulang ke rumah orang tua,IB
pulang ke rumah orang tua,IB
berkunjung ke rumah keluarga,IB
berkunjung ke rumah keluarga,IB
berkunjung ke rumah orangtua,IB
pulang ke rumah,IB
libur semester,IB
berkunjung ke rumah keluarga,IB
berkunjung ke rumah orangtua,IB
libur imlek,IB
pemilu,IB
berkunjung ke rumah keluarga,IB
berkunjung ke rumah keluarga,IB
pulang ke rumah,IB
libur paskah,IB
libur idul fitri,IB
berkunjung ke rumah keluarga,IB
pulang ke rumah ada kegiatan bersama keluarga,IB
pulang ke rumah,IB
pulang ke rumah,IB
pulang libur semester,IB
pulang ke rumah orang tua,IB
berkunjung ke rumah keluarga,IB
pulang ke rumah,IB
pulang ke rumah orangtua,IB
berkunjung ke rumah keluarga,IB
pulang ke rumah orangtua,IB
kontrol gigi dan behel.,IB
"rindu bapak, mama, adek.",IB
libur semester,IB
berkunjung ke rumah orang tua,IB
berkunjung ke rumah orangtua_x000d_,IB
berkunjung ke tempat keluarga,IB
berkunjung ke rumah orang tua,IB
